Vehicle_ID,Mileage_km,Engine_Hours,Fuel_Efficiency_km_l,Tire_Wear,Brake_Health,Oil_Quality,Traffic_Density,Cluster
Vehicle_160,76450,2746,13.62590860188222,0.1920162509679488,0.7767682713500729,0.2350287871181337,0.3799095448241203,2
Vehicle_161,94426,4008,8.102268397000945,0.8399982232439429,0.62584666605061,0.422005250845723,0.8052705972072509,4
Vehicle_162,118845,624,12.566839125040332,0.7249127466244395,0.4091437879176223,0.9203898315000368,0.653130670289656,8
Vehicle_163,154371,1960,9.68284604853694,0.894761987012495,0.2540211490955627,0.8791849177790979,0.4367225581556666,8
Vehicle_164,44585,3654,11.411997922500335,0.1175572491209365,0.8597287835022325,0.4568945549824279,0.6521139786237482,0
Vehicle_165,110225,719,14.678278637669958,0.990222534615074,0.700188259294053,0.4108999049918065,0.0527833505156911,1
Vehicle_166,65044,4414,16.178221140362517,0.2094067139499336,0.5477399094691369,0.5550090864748513,0.1802715360183761,3
Vehicle_167,174629,1333,8.483370363520146,0.011779876286642,0.6095685338984641,0.2434540119717657,0.626947855241755,2
Vehicle_168,181152,973,11.0798804097043,0.9974229390535542,0.0910661820821809,0.0521849919663628,0.6413668192253023,7
Vehicle_169,110556,1175,9.037423564874436,0.2810738854451131,0.4739197609111919,0.9392241361712068,0.7741346587074271,5
Vehicle_170,3693,1579,7.979474207928037,0.6680194525125599,0.193700292785702,0.1866989848771727,0.4029997590536022,1
Vehicle_171,96259,1644,16.750808299937574,0.1766823141763052,0.2083836790088253,0.1984007292457164,0.7225540966161562,7
Vehicle_172,26939,296,18.638790416554887,0.5802285321991417,0.6613039622868667,0.4724603288539476,0.6839803325601894,6
Vehicle_173,180997,3761,10.55348278526865,0.9040349864545592,0.911256151834288,0.4916133448403307,0.9633933783698492,8
Vehicle_174,175013,1610,16.269183865606504,0.3201811674284386,0.4037566104783465,0.0184342097007419,0.2151302264246791,2
Vehicle_175,153906,2450,18.454929340466165,0.6702539760443592,0.2077492730121903,0.1479547387739707,0.5516795637526395,7
Vehicle_176,19047,2293,17.691863157953474,0.1879035887984165,0.6487469372366542,0.3781548185607417,0.6017644421104693,0
Vehicle_177,27105,3914,7.742200828088388,0.6247953987187252,0.8711870463503177,0.6837306935105391,0.9986478849342209,4
Vehicle_178,76766,1989,19.34437822270042,0.3364503518175101,0.7483188011224908,0.2284184568319358,0.2011841421666517,2
Vehicle_179,147779,3119,10.650146606441936,0.2112082585879516,0.8687572305365872,0.4230144462417626,0.5232180199672922,9
Vehicle_180,154048,276,10.088609917607544,0.3131820507036351,0.5365546710107993,0.5573450647164668,0.3461853077136388,2
Vehicle_181,45262,3597,5.936469909166705,0.1788410685077993,0.7518762443691909,0.888592494623292,0.5258929685789998,9
Vehicle_182,126117,314,12.292604811573243,0.9019161078378828,0.1400645593589364,0.3260705023271233,0.2321286021031059,1
Vehicle_183,24776,1445,6.635204234613931,0.3971868863171288,0.3482746153631915,0.1335582658634835,0.0476123784274881,1
Vehicle_184,162152,3607,8.72809731391139,0.2452793049743673,0.3895491644815224,0.4892722258976082,0.5725654538976889,5
Vehicle_185,129376,695,9.754139326509222,0.4484078410159329,0.5112957462460346,0.7467216016840621,0.3358543158608321,9
Vehicle_186,198914,3040,17.13239485237526,0.3205361668064955,0.9290763602568236,0.1098597570527334,0.1819414017484336,2
Vehicle_187,193445,1949,18.13232975593845,0.744419253813326,0.8742965602221743,0.4246834916969604,0.3239355660780337,8
Vehicle_188,138848,2554,9.536994761922044,0.9712199118854944,0.1345254922891845,0.0177851412624834,0.0492802014477449,1
Vehicle_189,93787,2822,17.88047181866861,0.4380336566976468,0.1727896518824632,0.0335591816472511,0.9504422340901032,7
Vehicle_190,128948,1204,17.858464060546865,0.8610333999722404,0.3576405495889113,0.4829533632166656,0.5811479149732605,7
Vehicle_191,56016,637,16.469764255773104,0.5658630735596195,0.2907438658906739,0.2981972981509294,0.8147686813470248,7
Vehicle_192,141546,4621,7.200426710227723,0.1572356650942334,0.6147709531562623,0.8451072990054121,0.4231181975477304,9
Vehicle_193,190125,1871,15.354842703510934,0.6906227420813416,0.9027760477645448,0.6021543061264543,0.9033146675661856,8
Vehicle_194,22959,1035,19.17536096870853,0.5134344971258201,0.9622915416725868,0.4539329617429903,0.4833182215522533,0
Vehicle_195,137602,4129,15.238107181507356,0.6506065232521034,0.6536029525352265,0.4079353710542963,0.5739453222006694,3
Vehicle_196,120101,3398,9.974252736617508,0.889687412571665,0.8381592014010867,0.4972454801895632,0.4917939800626568,8
Vehicle_197,4748,3881,12.50868976146247,0.4404345706560461,0.5252022002307971,0.0404388312126613,0.7332782958676516,4
Vehicle_198,14545,1291,14.685875650265803,0.9011776232173556,0.2083269468600397,0.8927933564206599,0.5666560776020624,6
Vehicle_199,128659,239,12.658556130927554,0.7506690142816549,0.5246884120934774,0.9983031557339584,0.2715989235803977,8
Vehicle_200,198271,1030,6.799294125964547,0.4886049258779847,0.5550826014376511,0.1814871248586986,0.1455395313226463,2
Vehicle_201,166838,1748,9.68096066978031,0.6032221356579637,0.7424575642135566,0.1203829647746197,0.6061243888829777,2
Vehicle_202,74530,1765,17.035940458304488,0.3255811325190114,0.2198829897073491,0.1435774634485952,0.4891799615470362,7
Vehicle_203,94557,2643,17.92127069143276,0.9835972997387742,0.3683103820867317,0.6610270582343671,0.0959756966961129,3
Vehicle_204,62087,4186,7.059500490733553,0.667351163050396,0.3640274692145663,0.6614408384507747,0.3956174657932684,3
Vehicle_205,69840,4483,19.285801285980867,0.0438468524966298,0.9594395957411648,0.8479241622784109,0.5147764220004536,0
Vehicle_206,119451,1148,9.93233926772914,0.3266219057480087,0.4439449603267189,0.7518263884262533,0.82689323382559,5
Vehicle_207,186456,2376,14.9347060809608,0.6233144337590575,0.7550939672981465,0.4496896733693397,0.0761010558333623,2
Vehicle_208,52005,3297,16.27737718935022,0.0563332777992398,0.750811381374439,0.6128553615653188,0.3484953482460029,0
Vehicle_209,178648,945,17.17919351956825,0.0238841913191427,0.2655441848032414,0.6882846703680079,0.8226561227103854,5
Vehicle_210,40353,1724,19.186245533388952,0.4500242395278025,0.5718696893717321,0.5127364702852252,0.6484239317715788,6
Vehicle_211,194075,2959,9.69379322043234,0.33269017969267,0.8943028933186481,0.4756509844516366,0.2899583218037868,9
Vehicle_212,53733,980,17.877596818273318,0.4382986080331659,0.4751977194569494,0.6450974456426533,0.8453351220226424,6
Vehicle_213,66318,4434,6.975303551543106,0.2626933098800051,0.945117507342546,0.5574745489756537,0.4932935805626923,9
Vehicle_214,155736,773,15.57561359530389,0.1647177469429809,0.2144582293241616,0.6439423053359103,0.4983518913104605,2
Vehicle_215,68172,2990,16.12966594270979,0.6891433569803377,0.0741591057740307,0.6128547739633639,0.9765873392003844,7
Vehicle_216,94264,1139,15.165848618019806,0.5145711162678005,0.8914538731447493,0.7191965605136547,0.9471165032363784,8
Vehicle_217,27736,4628,8.784721042027295,0.2001542112493668,0.8476811979622166,0.6428035087828761,0.3585326833698439,9
Vehicle_218,113859,985,18.09564720522805,0.3195894262599983,0.9925898759338448,0.5197424864372673,0.1405791286630823,2
Vehicle_219,113181,2345,7.532876950555925,0.5918079076633259,0.6793934881124261,0.6817968112843865,0.325666732278094,9
Vehicle_220,132926,205,5.804521872812463,0.0722293482724778,0.9366879266671496,0.449481965185428,0.030483260311388,9
Vehicle_221,91084,1120,15.761974859178682,0.1474530092661795,0.8269490250841108,0.241671225972601,0.0207678867103912,2
Vehicle_222,170695,2008,12.132135728491004,0.0732456041073901,0.8444263331200869,0.0014182201339154,0.3955221362514192,2
Vehicle_223,8392,2551,17.73647029938014,0.8123173327141189,0.5691415704542683,0.5599641471458432,0.9410198226972342,7
Vehicle_224,56680,4269,10.750957115873884,0.7524092332120093,0.3823645979167108,0.590655226608641,0.8713573412322078,4
Vehicle_225,178789,3880,7.5241788276156925,0.7533129318792571,0.9345580725432818,0.9720489647757145,0.511442833917623,8
Vehicle_226,51859,904,17.546632887048048,0.716325343476028,0.4321171756158944,0.3614783340942755,0.5652263811708307,7
Vehicle_227,126657,689,13.233644474601077,0.6693854236698692,0.5388193672496691,0.3941332428283117,0.0059334967460564,1
Vehicle_228,158381,2288,7.837936885855323,0.476991915378175,0.4461143071251877,0.2017995813421902,0.2155011558337655,2
Vehicle_229,195806,1652,15.805759978796686,0.642278163507115,0.5648183139601971,0.0705342952373219,0.0247741269343837,2
Vehicle_230,71467,491,12.666704577342507,0.0383615547879746,0.4705050789923272,0.7728044928617406,0.7545395326953875,6
Vehicle_231,184734,4678,14.064694733604798,0.6214644226567846,0.0479675585794758,0.249681064339325,0.1456457960264977,3
Vehicle_232,99506,1386,11.913475073098729,0.7778777055368772,0.8820481860076986,0.6089048610300379,0.8690471024768169,8
Vehicle_233,110751,3750,17.430634757270095,0.5003583603843902,0.4443938189157698,0.6877730355454815,0.6433243136757882,0
