Vehicle_ID,Mileage_km,Engine_Hours,Fuel_Efficiency_km_l,Tire_Wear,Brake_Health,Oil_Quality,Traffic_Density,Maintenance_Status
Vehicle_18,65820,2906,10.012890712596649,0.6508279504893281,0.47598169034922033,0.831435619292711,0.9066688146151902,No Maintenance Required
Vehicle_19,1769,735,15.963055186642405,0.11627368029288065,0.9937731027679316,0.1883947674004922,0.4086049707232401,Urgent Repair
Vehicle_20,60735,4333,11.300165064434943,0.5364103830800304,0.7289021357907499,0.7845101356775531,0.846700723350401,No Maintenance Required
Vehicle_21,195027,1669,13.6753964467481,0.43714810504503465,0.9524913004343245,0.5961627979106775,0.15806130029164933,No Maintenance Required
Vehicle_22,65925,4693,17.489176599891966,0.2678735828174408,0.8349695494811857,0.8933416418276082,0.021641794608235676,No Maintenance Required
Vehicle_23,6311,1481,17.06248347475826,0.6040049977395001,0.9029010111633711,0.17197040184354295,0.7848913946638502,Urgent Repair
Vehicle_24,104355,925,17.996347753095502,0.8713335923402825,0.8144191972146749,0.42068223704092844,0.0747966479969393,Urgent Repair
Vehicle_25,185779,4763,5.894259880169885,0.9989046997630767,0.4591591303759114,0.8328430928668374,0.9885246673259216,Urgent Repair
Vehicle_26,86305,2511,15.380758295596172,0.6077627687434245,0.2517884533468844,0.019231703456760174,0.674796429601556,Urgent Repair
Vehicle_27,160765,1415,7.099810650826443,0.40470587432917016,0.3703201754505222,0.11220136676564285,0.7534497102421055,Urgent Repair
Vehicle_28,131608,1293,11.237278520276165,0.2252071002162016,0.020236232639950447,0.9905652127567347,0.24580385627786594,Urgent Repair
Vehicle_29,157730,212,13.228826225820328,0.25709608939511175,0.5239931674646672,0.28039417859035054,0.6738653939196881,Urgent Repair
Vehicle_30,85478,2024,11.041092271202462,0.4794549781497657,0.5050578002704087,0.9755431937239534,0.04321993725495721,No Maintenance Required
Vehicle_31,123537,3341,12.794175137045112,0.36727770128070925,0.5252504648304882,0.1825315510086739,0.8378257199236009,Scheduled Maintenance
Vehicle_32,150503,319,19.94789463197929,0.9138145226249442,0.9740312249720638,0.3610944430073356,0.16962409303157244,Scheduled Maintenance
Vehicle_33,131523,681,7.028259705692821,0.36829546765570953,0.9114540034548393,0.7528694445035706,0.6973580668337706,No Maintenance Required
Vehicle_34,3747,955,15.131840680046384,0.3734445911454355,0.161712778330108,0.6577784072381785,0.22448050123272834,Scheduled Maintenance
Vehicle_35,124855,3521,10.94001449578423,0.38353451243397696,0.3688825215558892,0.5811223999290556,0.06845316942604274,No Maintenance Required
Vehicle_36,191222,3303,6.995146983609931,0.8366202103676581,0.4239561794632619,0.5298991758050076,0.4814936785493943,Scheduled Maintenance
Vehicle_37,66725,2064,7.381051450614643,0.6507883208469019,0.36053291785164776,0.8434404436647402,0.16928621027278945,No Maintenance Required
Vehicle_38,130981,1691,19.239096593684252,0.6141688503188927,0.7984959636039131,0.23494856283339272,0.7294439883265498,Urgent Repair
Vehicle_39,85654,254,18.194022450676428,0.3341430223838622,0.5240376698675869,0.4424709269935184,0.23756584338348485,No Maintenance Required
Vehicle_40,167845,631,18.605629406225326,0.8179041768324394,0.572099816971625,0.15545229215645728,0.34247255623582884,Urgent Repair
Vehicle_41,120346,890,19.8729916374108,0.038363861355701134,0.8530135589879255,0.5959415957307044,0.5674392512644729,No Maintenance Required
Vehicle_42,68435,1769,8.124730850127769,0.8707971723381132,0.8059281534153586,0.2505444242713202,0.2849682775773116,Urgent Repair
Vehicle_43,57886,2693,10.331590060460925,0.5127498997939296,0.1322115228202997,0.3338420643433858,0.37798811620996164,Urgent Repair
Vehicle_44,67803,2347,15.038285448873001,0.3982502348634128,0.7139145840836343,0.47125071662352813,0.8156217710403867,No Maintenance Required
Vehicle_45,32551,924,12.257038097909708,0.4971672807176857,0.43543612890203554,0.026770585703127847,0.1792098495610257,Urgent Repair
Vehicle_46,117216,739,11.275843000675003,0.6674155305338311,0.29464890306250047,0.09193793592083765,0.08220158948193368,Urgent Repair
Vehicle_47,12394,4050,10.367168740033897,0.01276542651789736,0.050018820902186345,0.6859292207082196,0.3283577851330193,Urgent Repair
Vehicle_48,70092,3191,13.906709479151782,0.8715518564582477,0.48724956034545097,0.42896998071750725,0.42437676701387816,Urgent Repair
Vehicle_49,4890,1472,13.63390142960123,0.4467395253113928,0.3554366807245314,0.8647902219998954,0.5426592821365677,No Maintenance Required
Vehicle_50,42606,721,7.421867510963601,0.3429665197000782,0.2515130396764008,0.6946720036441995,0.37242369617500704,Urgent Repair
Vehicle_51,88313,1221,12.076097562776585,0.1382455656340571,0.6946717295969576,0.008100941647322446,0.7899117002228051,Urgent Repair
Vehicle_52,142699,3776,13.302076643147748,0.43946537435844213,0.769485387315587,0.6167123307671348,0.03931948766847326,No Maintenance Required
Vehicle_53,9792,993,13.554304080970857,0.49632277128437885,0.2447895190294248,0.09372486605971642,0.43176753819855795,Scheduled Maintenance
Vehicle_54,175073,1499,8.151607893685277,0.4036466944934778,0.049447436679347256,0.7809331797904943,0.3822559146564046,Urgent Repair
Vehicle_55,155969,3787,16.134070883784304,0.6786600938268971,0.848752700565235,0.991507688278502,0.647578490806859,No Maintenance Required
Vehicle_56,69148,2589,5.377986422316044,0.420896528759226,0.009959741204303318,0.5311987942415115,0.966276251897396,Scheduled Maintenance
Vehicle_57,125243,4009,10.32247783314744,0.9614175778465733,0.937112493921472,0.6827795001941304,0.5103754066288622,Urgent Repair
Vehicle_58,121174,4310,16.703189728034502,0.5992775178235918,0.6276198739827059,0.23731416089475155,0.9868768469417205,Urgent Repair
Vehicle_59,155555,2411,13.458393815831036,0.807477935651909,0.3218466352013203,0.43759774375379357,0.30224939491319747,Urgent Repair
Vehicle_60,125358,3702,8.917436487662904,0.10935590310947885,0.2464779095767362,0.8560953322363837,0.030868132542461013,Scheduled Maintenance
Vehicle_61,49555,3720,15.424296790145716,0.3972912929459057,0.009005664264475244,0.16742294774625122,0.16566316747641274,Scheduled Maintenance
Vehicle_62,18159,1803,13.5108641623411,0.3368477014471527,0.23547141701087715,0.2655356056137621,0.3951248847745673,Scheduled Maintenance
Vehicle_63,111510,2402,16.94365414184581,0.5694823881365918,0.1377283015171411,0.4454336752860302,0.3163339091885522,Urgent Repair
Vehicle_64,107530,1988,16.02537779284735,0.8611135200614256,0.6121662207231456,0.712248891844014,0.09705413098337767,Urgent Repair
Vehicle_65,81077,420,14.15161883054352,0.07833821776200667,0.1665455885938013,0.3758839547956738,0.43266010769071683,Urgent Repair
Vehicle_66,36920,4998,12.32266512966221,0.07257479804471079,0.5286298375366193,0.9277322797830039,0.33811577165956275,No Maintenance Required
Vehicle_67,199193,4529,6.997731885012851,0.8503177081575989,0.5901164223444708,0.09445705126871917,0.12261922045743845,Scheduled Maintenance
Vehicle_68,20457,1981,8.919995268280756,0.21285008603835742,0.2980416983469145,0.3708041975448475,0.2961171306119089,Urgent Repair
Vehicle_69,198629,474,11.28649209375628,0.6687532544498137,0.035064949018718705,0.7089541234284219,0.8864360553553905,Urgent Repair
Vehicle_70,79953,4774,13.98948930509583,0.5428781323608052,0.0372538806141961,0.22598676566149245,0.3020488654893402,Urgent Repair
Vehicle_71,53995,944,12.705617828229572,0.8328935948872295,0.026347332193917605,0.656413134229673,0.7139554232420516,Urgent Repair
Vehicle_72,172829,647,9.322767889392942,0.12508890983640353,0.7391246671365462,0.16421695822734594,0.6120470796577556,Urgent Repair
Vehicle_73,10692,3112,5.096965366845659,0.12978296572261128,0.31800970481429813,0.05598028486168638,0.4271811624083718,Urgent Repair
Vehicle_74,177830,2386,12.44358832851221,0.5568183602783076,0.7963001859676636,0.12101571674864886,0.23902563680366917,Urgent Repair
Vehicle_75,197769,4738,9.284389828433646,0.9463786533583709,0.43173282384284917,0.9299847831341347,0.36901469934594544,Urgent Repair
Vehicle_76,38065,1737,16.019124510658024,0.41499775837075425,0.45299810082996383,0.5517508829395513,0.5921072134710428,No Maintenance Required
Vehicle_77,100299,622,5.3591939790572525,0.32694210025469495,0.5128826025095737,0.796345775479649,0.35075321474935495,No Maintenance Required
Vehicle_78,164678,2140,13.772417169586863,0.6066893231978858,0.7130314563751039,0.3326545009050512,0.21489643357423183,Scheduled Maintenance
Vehicle_79,12534,3719,19.122113562590982,0.9304486005450311,0.27350286582970706,0.5926586478854466,0.1164627488916321,Scheduled Maintenance
Vehicle_80,41397,4322,7.616139006672492,0.8369278328446237,0.1215873495335269,0.4949521337049916,0.8797669379095653,Urgent Repair
Vehicle_81,92387,4674,12.07474236125893,0.9954836107332199,0.5560573351914615,0.945737959402294,0.44031297575190564,Urgent Repair
Vehicle_82,2016,1683,6.371329877257073,0.02256858320237709,0.32697762324273927,0.7475746360541103,0.6252083217429301,No Maintenance Required
Vehicle_83,56591,1567,14.385228683920289,0.11285814471276223,0.4424913136680374,0.730542631496579,0.49041036113680525,No Maintenance Required
Vehicle_84,24247,4343,13.257975208943384,0.609467763366622,0.6469467083373054,0.04635326943427953,0.8725665183579634,Urgent Repair
Vehicle_85,25300,2707,11.110482863192484,0.8205764393338497,0.4941257411412706,0.5496696690036911,0.5469348524482108,Urgent Repair
Vehicle_86,83798,3698,12.820655322106118,0.28524434230676654,0.6202788171008429,0.46699145390181485,0.48078141794911333,No Maintenance Required
Vehicle_87,10268,4998,18.448619877035153,0.23921108803421876,0.5442000021136278,0.9278422666061945,0.9246009904217126,No Maintenance Required
Vehicle_88,87807,3638,7.944414534666006,0.7869757993812009,0.7397963719360992,0.25734198818953224,0.7196895960453545,Urgent Repair
Vehicle_89,13185,1587,5.338467675580208,0.05638185385323158,0.70593661771162,0.2698334532910943,0.11154990734685732,Urgent Repair
Vehicle_90,195776,3187,17.924973270486515,0.3693826475825851,0.5341898918086192,0.4113462488815004,0.17770446119681405,No Maintenance Required
Vehicle_91,171171,147,13.656756235818598,0.5058092225923297,0.6789030208597069,0.24336971340637603,0.7871228629394419,Urgent Repair
Vehicle_92,140643,3265,18.359876831927636,0.5603486743503234,0.8735596022726128,0.1291839178087495,0.8358513211799543,Urgent Repair
Vehicle_93,39044,4580,13.954178351197589,0.7286151567927769,0.4322712877881686,0.8574148466508008,0.5451908290902965,No Maintenance Required
Vehicle_94,52214,4782,17.152416349395537,0.35484572343065823,0.41276307274879365,0.5582765244039158,0.5544552278666393,No Maintenance Required
Vehicle_95,193300,3800,11.44510045032722,0.6126843446746072,0.7642456208523801,0.8613627189565668,0.6319329628514445,No Maintenance Required
Vehicle_96,115752,3207,16.247898969324034,0.5853754227909563,0.582553837041994,0.8311347654036959,0.4391157742826395,No Maintenance Required
Vehicle_97,49984,4733,18.69562200334784,0.5476161006537471,0.07100678022258855,0.2820423547896711,0.680199123483904,Urgent Repair
Vehicle_98,41774,393,13.581844455833094,0.6404832931422122,0.8921120156910813,0.547737444324274,0.10848125756641569,No Maintenance Required
Vehicle_99,3568,4716,7.711777258435693,0.2594491710680763,0.030783102237640136,0.08321770274007045,0.9612792423673864,Urgent Repair
Vehicle_100,121151,660,9.031964225452972,0.08464875358462898,0.7483963562097431,0.9152518840307584,0.7501548237949217,No Maintenance Required
Vehicle_101,194664,1777,7.979668653461086,0.11927167203974343,0.7587941427043129,0.4042627150651531,0.6311742040090069,No Maintenance Required
Vehicle_102,199635,2340,8.702855413935993,0.22458238265390107,0.9531110852819304,0.39367618388902137,0.3163220570094807,Urgent Repair
Vehicle_103,134767,1904,9.596231740265544,0.5001979355227852,0.054134408402320755,0.3027553706179532,0.16095548745672916,Scheduled Maintenance
Vehicle_104,125375,2658,13.327006801297827,0.8404427505460201,0.596856860784491,0.4606637447107038,0.40934296382894464,Urgent Repair
Vehicle_105,180262,2129,13.819874441957491,0.7012933420883841,0.42784057062705294,0.25175938654544805,0.6615767405740585,Urgent Repair
Vehicle_106,137330,2374,11.397496208627917,0.7890406042020471,0.330632954859542,0.37485227279680455,0.6337097434231109,Urgent Repair
Vehicle_107,40504,4677,14.231311697312531,0.3509756239260914,0.09031856029907304,0.7999470485848819,0.3826411550655715,Scheduled Maintenance
Vehicle_108,165231,1227,6.223623884170489,0.40465374164855017,0.5626541196713092,0.8342555035851719,0.6132863938331298,No Maintenance Required
Vehicle_109,14986,1141,6.3168235558724,0.3936818859906128,0.47904072567461364,0.30418247762851613,0.8137482955675476,Urgent Repair
Vehicle_110,62858,2841,7.577441905364877,0.19187318440450152,0.10455445815102427,0.4690144305527879,0.026284772337607065,Scheduled Maintenance
Vehicle_111,130312,1799,12.771162470605171,0.06121665814357202,0.6124895070970834,0.8738197762800523,0.4506210479302757,No Maintenance Required
Vehicle_112,13666,2725,8.209920180474704,0.5909160928272268,0.7379531202529385,0.052673331829697134,0.758555228466791,Urgent Repair
Vehicle_113,39660,831,9.24926605238866,0.9892166834205861,0.7672783010536482,0.8891449619957854,0.5461444704633772,Urgent Repair
Vehicle_114,135633,3098,11.00469254259491,0.16682970495026284,0.9053731882624274,0.2191843456523317,0.65147608792907,Scheduled Maintenance
Vehicle_115,27854,2155,17.1779918601557,0.046684819899273755,0.4094707418887772,0.6785392442143758,0.516676392605342,No Maintenance Required
Vehicle_116,65505,3917,5.207932038692902,0.779531681823933,0.953072768622137,0.5825516963846002,0.991874544682311,No Maintenance Required
Vehicle_117,105488,4592,14.740682303549336,0.2525860066847242,0.8654294050826861,0.5529407481892521,0.054621536489038225,No Maintenance Required
Vehicle_118,184323,2163,15.03314796561028,0.8296438053529284,0.29650157102393904,0.8593602247528214,0.4910448217723773,Scheduled Maintenance
Vehicle_119,23662,4020,16.97983670534955,0.7039366670345154,0.15928303734945848,0.10157214364466127,0.09141654911451769,Scheduled Maintenance
Vehicle_120,9392,2041,18.9912940859047,0.9456735370508046,0.4353893961280134,0.34702802532563604,0.15978556211357042,Urgent Repair
Vehicle_121,31535,1117,5.302067734239348,0.408927235756672,0.4018987079559666,0.5382527463447656,0.38303835041826184,No Maintenance Required
Vehicle_122,114569,1627,7.306755582698242,0.6619698394506341,0.5757193053312043,0.8112888539460398,0.1555400915004873,No Maintenance Required
Vehicle_123,53256,1061,18.292569410839896,0.4648547808132707,0.583386232327748,0.2164430834116715,0.963687165956651,Urgent Repair
Vehicle_124,90135,2324,11.877778432805231,0.6305886973085435,0.7499869843799752,0.8029298413742763,0.9467897767251591,No Maintenance Required
Vehicle_125,128478,4919,13.468859584001953,0.44959890600773733,0.5098899482056102,0.39963848249393574,0.3361096462206038,Urgent Repair
Vehicle_126,36222,1864,14.94540805584721,0.18863224642407483,0.10482264094076554,0.1889138564336954,0.6397477120376796,Urgent Repair
Vehicle_127,78373,2476,15.18599906743456,0.5078974160033809,0.8582913355531061,0.7589864404434826,0.5337533205937861,No Maintenance Required
Vehicle_128,124684,4452,18.97610604974762,0.5285842014374423,0.30976458318518707,0.09089890147454782,0.8155869805157686,Scheduled Maintenance
Vehicle_129,195407,4924,19.954241261175042,0.8106038482601611,0.971297460306592,0.5147673740754429,0.6274456098169422,Urgent Repair
Vehicle_130,11965,2601,15.802361913964104,0.7355207057935812,0.11786010867977015,0.06387578386188841,0.000252454490562104,Urgent Repair
Vehicle_131,25538,3707,9.308318138077261,0.6637916239414441,0.9582511722325032,0.35641785515778757,0.7631743856097388,Urgent Repair
Vehicle_132,109066,57,18.196286034415152,0.11338709555257254,0.09101180688251698,0.6010767990063927,0.7468481212961181,Urgent Repair
Vehicle_133,114252,2605,5.738313718111424,0.720616290663715,0.23103613794705946,0.5561155414872131,0.509722705566481,Urgent Repair
Vehicle_134,140182,525,8.466212793117442,0.5003051563545148,0.04657994208654159,0.4046554179046665,0.9029189732330538,Urgent Repair
Vehicle_135,159338,2261,18.460785761955723,0.8940995361061592,0.7051131466389949,0.4290479939721157,0.9084462056904016,Scheduled Maintenance
Vehicle_136,185064,534,8.842872716590325,0.9198709341305428,0.8502987365717918,0.22676955335076654,0.5239116767043972,Urgent Repair
Vehicle_137,99806,4704,8.309765894326226,0.05515659060178546,0.4340710818159804,0.4558825884241029,0.6079882311965377,No Maintenance Required
Vehicle_138,138982,2335,7.071879397103709,0.8206415603544788,0.9285220750424297,0.9532548557208342,0.9965220719246723,Urgent Repair
Vehicle_139,111989,4613,17.886676364703746,0.03769739042267062,0.5902990717555996,0.8504529177837904,0.2988202348114175,No Maintenance Required
Vehicle_140,91982,3575,12.500873887866302,0.36716962569502265,0.6300071354465232,0.1452328690763438,0.32461724231147737,Urgent Repair
Vehicle_141,122626,3389,15.123398045812323,0.5422999756210791,0.8454192017007699,0.02978078732092093,0.18277390266349636,Scheduled Maintenance
Vehicle_142,120176,2872,8.585995761125446,0.14810079862712744,0.2968002050518389,0.9335243127166306,0.895866939157868,Scheduled Maintenance
Vehicle_143,132278,4993,16.370606315168246,0.7463138125690768,0.3542657213276258,0.5267497498807476,0.7444883899492662,No Maintenance Required
Vehicle_144,123409,2974,16.40008317443148,0.008354704172138572,0.9059519191946444,0.5378378231493077,0.10564284887024189,No Maintenance Required
Vehicle_145,24419,308,9.688970373624503,0.16859904843403684,0.9009634960387638,0.7807179957065223,0.9817673511979657,No Maintenance Required
Vehicle_146,182708,332,11.160239495154244,0.5807968298534757,0.9764827762008709,0.31468897387132655,0.730961708161116,Urgent Repair
Vehicle_147,51015,1948,8.145354161453014,0.7143875620372924,0.9018383164416711,0.48190756883600216,0.8505221096049745,No Maintenance Required
Vehicle_148,123096,4185,19.648415349843564,0.9166431026939161,0.1273720360333609,0.9686629131467376,0.048150789173200925,Urgent Repair
Vehicle_149,108059,3026,14.684038655876174,0.7054966519346239,0.8237242861369873,0.6721486869324071,0.5049609189421677,No Maintenance Required
Vehicle_150,186340,2317,19.018158210732732,0.671779270254866,0.40983847810959406,0.15374503199578593,0.6985982867270393,Scheduled Maintenance
Vehicle_151,111687,3250,9.550783154436997,0.3943411463506643,0.9908013559459379,0.1332267479843533,0.5429465845718413,Urgent Repair
Vehicle_152,88939,662,16.728363694953345,0.0012844255268014138,0.47228096432880107,0.2042647583330054,0.6666474656992775,Scheduled Maintenance
Vehicle_153,150213,737,16.48787965827113,0.12015925873562194,0.5538360825022206,0.7667116744207175,0.8178740635904725,No Maintenance Required
Vehicle_154,106878,3740,15.374834777998123,0.5345545447560391,0.5297749152567985,0.29537700384061605,0.3743370629601962,Urgent Repair
Vehicle_155,188116,662,19.484584629002008,0.6751298858444197,0.3217370298582778,0.021388846675079787,0.8486686756187097,Scheduled Maintenance
Vehicle_156,199286,2357,10.903330041594733,0.4174482838964625,0.07502208889291817,0.9441743635056619,0.16291610476529073,Scheduled Maintenance
Vehicle_157,165899,3063,6.960759853846359,0.7306790115283902,0.8956512304019185,0.16971341639491067,0.27088605502637475,Scheduled Maintenance
Vehicle_158,187892,1831,15.07563288866091,0.5218622953321788,0.8026758125262868,0.009558186148068581,0.043345619927325774,Urgent Repair
Vehicle_159,63623,2641,15.939647007158092,0.07417619559431221,0.13952678055966927,0.23713160238332298,0.3644268113352511,Scheduled Maintenance
Vehicle_160,76450,2746,13.62590860188222,0.19201625096794883,0.7767682713500729,0.2350287871181337,0.3799095448241203,Scheduled Maintenance
Vehicle_161,94426,4008,8.102268397000945,0.8399982232439429,0.62584666605061,0.42200525084572305,0.8052705972072509,Urgent Repair
Vehicle_162,118845,624,12.566839125040332,0.7249127466244395,0.4091437879176223,0.9203898315000368,0.653130670289656,No Maintenance Required
Vehicle_163,154371,1960,9.682846048536941,0.894761987012495,0.2540211490955627,0.8791849177790979,0.43672255815566663,Urgent Repair
Vehicle_164,44585,3654,11.411997922500337,0.11755724912093657,0.8597287835022325,0.4568945549824279,0.6521139786237482,No Maintenance Required
Vehicle_165,110225,719,14.678278637669958,0.9902225346150739,0.700188259294053,0.4108999049918065,0.05278335051569116,Urgent Repair
Vehicle_166,65044,4414,16.178221140362517,0.2094067139499336,0.5477399094691369,0.5550090864748513,0.1802715360183761,No Maintenance Required
Vehicle_167,174629,1333,8.483370363520146,0.01177987628664201,0.6095685338984641,0.24345401197176575,0.626947855241755,Urgent Repair
Vehicle_168,181152,973,11.0798804097043,0.9974229390535542,0.09106618208218098,0.05218499196636284,0.6413668192253023,Scheduled Maintenance
Vehicle_169,110556,1175,9.037423564874437,0.28107388544511314,0.4739197609111919,0.9392241361712067,0.7741346587074271,No Maintenance Required
Vehicle_170,3693,1579,7.979474207928037,0.6680194525125599,0.193700292785702,0.18669898487717274,0.4029997590536022,Urgent Repair
Vehicle_171,96259,1644,16.750808299937574,0.1766823141763052,0.20838367900882537,0.1984007292457164,0.7225540966161562,Urgent Repair
Vehicle_172,26939,296,18.638790416554887,0.5802285321991417,0.6613039622868667,0.4724603288539476,0.6839803325601894,No Maintenance Required
Vehicle_173,180997,3761,10.55348278526865,0.9040349864545593,0.9112561518342881,0.4916133448403307,0.9633933783698491,Scheduled Maintenance
Vehicle_174,175013,1610,16.269183865606504,0.3201811674284386,0.40375661047834654,0.018434209700741944,0.21513022642467916,Scheduled Maintenance
Vehicle_175,153906,2450,18.454929340466165,0.6702539760443592,0.20774927301219037,0.1479547387739707,0.5516795637526395,Urgent Repair
Vehicle_176,19047,2293,17.691863157953474,0.1879035887984165,0.6487469372366542,0.37815481856074173,0.6017644421104693,Scheduled Maintenance
Vehicle_177,27105,3914,7.7422008280883885,0.6247953987187252,0.8711870463503177,0.6837306935105391,0.9986478849342207,No Maintenance Required
Vehicle_178,76766,1989,19.34437822270042,0.33645035181751015,0.7483188011224908,0.22841845683193585,0.2011841421666517,Urgent Repair
Vehicle_179,147779,3119,10.650146606441936,0.21120825858795167,0.8687572305365872,0.42301444624176265,0.5232180199672922,No Maintenance Required
Vehicle_180,154048,276,10.088609917607545,0.31318205070363514,0.5365546710107993,0.5573450647164668,0.34618530771363887,No Maintenance Required
Vehicle_181,45262,3597,5.936469909166705,0.17884106850779935,0.7518762443691909,0.888592494623292,0.5258929685789998,No Maintenance Required
Vehicle_182,126117,314,12.292604811573245,0.9019161078378828,0.14006455935893647,0.3260705023271233,0.23212860210310593,Urgent Repair
Vehicle_183,24776,1445,6.635204234613931,0.39718688631712884,0.3482746153631915,0.13355826586348352,0.04761237842748811,Urgent Repair
Vehicle_184,162152,3607,8.72809731391139,0.24527930497436734,0.38954916448152244,0.4892722258976082,0.5725654538976889,No Maintenance Required
Vehicle_185,129376,695,9.754139326509222,0.4484078410159329,0.5112957462460346,0.7467216016840621,0.33585431586083214,No Maintenance Required
Vehicle_186,198914,3040,17.13239485237526,0.32053616680649555,0.9290763602568237,0.10985975705273343,0.18194140174843365,Urgent Repair
Vehicle_187,193445,1949,18.13232975593845,0.744419253813326,0.8742965602221743,0.4246834916969604,0.32393556607803375,No Maintenance Required
Vehicle_188,138848,2554,9.536994761922045,0.9712199118854944,0.13452549228918453,0.017785141262483428,0.04928020144774492,Scheduled Maintenance
Vehicle_189,93787,2822,17.88047181866861,0.4380336566976468,0.1727896518824632,0.033559181647251135,0.9504422340901033,Scheduled Maintenance
Vehicle_190,128948,1204,17.858464060546865,0.8610333999722404,0.35764054958891134,0.4829533632166656,0.5811479149732605,Scheduled Maintenance
Vehicle_191,56016,637,16.469764255773104,0.5658630735596195,0.2907438658906739,0.29819729815092944,0.8147686813470248,Urgent Repair
Vehicle_192,141546,4621,7.200426710227723,0.15723566509423348,0.6147709531562623,0.8451072990054121,0.4231181975477304,No Maintenance Required
Vehicle_193,190125,1871,15.354842703510934,0.6906227420813416,0.9027760477645449,0.6021543061264543,0.9033146675661857,No Maintenance Required
Vehicle_194,22959,1035,19.17536096870853,0.5134344971258201,0.9622915416725868,0.45393296174299036,0.48331822155225335,No Maintenance Required
Vehicle_195,137602,4129,15.238107181507356,0.6506065232521034,0.6536029525352265,0.40793537105429634,0.5739453222006694,No Maintenance Required
Vehicle_196,120101,3398,9.974252736617508,0.889687412571665,0.8381592014010867,0.49724548018956327,0.49179398006265684,Urgent Repair
Vehicle_197,4748,3881,12.50868976146247,0.4404345706560461,0.5252022002307971,0.04043883121266134,0.7332782958676516,Urgent Repair
Vehicle_198,14545,1291,14.685875650265805,0.9011776232173556,0.20832694686003972,0.8927933564206599,0.5666560776020624,Urgent Repair
Vehicle_199,128659,239,12.658556130927554,0.7506690142816549,0.5246884120934774,0.9983031557339583,0.2715989235803977,No Maintenance Required
Vehicle_200,198271,1030,6.799294125964547,0.48860492587798476,0.5550826014376511,0.18148712485869867,0.1455395313226463,Urgent Repair
Vehicle_201,166838,1748,9.68096066978031,0.6032221356579637,0.7424575642135566,0.12038296477461974,0.6061243888829777,Urgent Repair
Vehicle_202,74530,1765,17.035940458304488,0.32558113251901144,0.2198829897073491,0.14357746344859523,0.48917996154703625,Scheduled Maintenance
Vehicle_203,94557,2643,17.92127069143276,0.9835972997387742,0.3683103820867317,0.6610270582343671,0.09597569669611294,Urgent Repair
Vehicle_204,62087,4186,7.059500490733553,0.667351163050396,0.3640274692145663,0.6614408384507747,0.3956174657932684,No Maintenance Required
Vehicle_205,69840,4483,19.285801285980867,0.043846852496629896,0.9594395957411649,0.8479241622784109,0.5147764220004536,No Maintenance Required
Vehicle_206,119451,1148,9.93233926772914,0.32662190574800876,0.44394496032671893,0.7518263884262533,0.82689323382559,No Maintenance Required
Vehicle_207,186456,2376,14.9347060809608,0.6233144337590575,0.7550939672981465,0.44968967336933974,0.07610105583336235,No Maintenance Required
Vehicle_208,52005,3297,16.27737718935022,0.0563332777992398,0.750811381374439,0.6128553615653188,0.3484953482460029,No Maintenance Required
